YEAR,BENE_GEO_LVL,BENE_GEO_DESC,BENE_GEO_CD,BENE_AGE_LVL,TOT_MDCR_PYMT_PC,TOT_MDCR_STDZD_PYMT_PC
2018,National,National,,<65,12171.35,11520.25
2018,National,National,,>65,10438.15,9862.16
2018,State,AK,2,All,10006.15,7509.78
2018,State,AK,2,<65,13582.74,10295.77
2018,State,AK,2,>65,9448.92,7075.72
2018,State,AL,1,All,9831.2,10775.77
2018,State,AL,1,<65,9778.57,10678.38
2018,State,AL,1,>65,9845.56,10802.35
2018,State,AR,5,All,9393.4,10076.58
2018,State,AR,5,<65,9334.5,9979.8
2018,State,AR,5,>65,9406.75,10098.51
2018,State,AZ,4,All,9641.13,9161.61
2018,State,AZ,4,<65,11961.64,11258.13
2018,State,AZ,4,>65,9425.38,8966.69
2018,State,CA,6,All,12288.49,9860.82
2018,State,CA,6,<65,14952,11893.71
2018,State,CA,6,>65,11846,9523.09
2018,State,CO,8,All,9226.48,8776.61
2018,State,CO,8,<65,11049.82,10526.88
2018,State,CO,8,>65,8951.74,8512.88
2018,State,CT,9,All,12649.79,10723.06
2018,State,CT,9,<65,13825.8,11871.92
2018,State,CT,9,>65,12438.83,10516.97
2018,State,DC,11,All,12230.33,10393.67
2018,State,DC,11,<65,16503.08,13775.95
2018,State,DC,11,>65,11259.94,9625.53
2018,State,DE,10,All,10796.46,9846.07
2018,State,DE,10,<65,13506.44,12291.53
2018,State,DE,10,>65,10411.71,9498.87
2018,State,FL,12,All,11586.42,11597.69
2018,State,FL,12,<65,13699.19,13613.32
2018,State,FL,12,>65,11322.04,11345.46
2018,State,GA,13,All,10193.39,10360.32
2018,State,GA,13,<65,12599.66,12798.3
2018,State,GA,13,>65,9706.49,9866.99
2018,State,HI,15,All,8244.41,6930.44
2018,State,HI,15,<65,13689.62,11699.19
2018,State,HI,15,>65,7680.41,6436.51
2018,State,IA,19,All,8909.1,8827.38
2018,State,IA,19,<65,10164.03,10241.72
2018,State,IA,19,>65,8734.25,8630.31
2018,State,ID,16,All,8486.38,8489.54
2018,State,ID,16,<65,9171.73,9320.69
2018,State,ID,16,>65,8370.19,8348.63
2018,State,IL,17,All,11081.37,10550.34
2018,State,IL,17,<65,13166.99,12538.7
2018,State,IL,17,>65,10761.66,10245.55
2018,State,IN,18,All,10220.84,10208.64
2018,State,IN,18,<65,11524.97,11468.44
2018,State,IN,18,>65,9955.52,9952.33
2018,State,KS,20,All,9887.76,10180.32
2018,State,KS,20,<65,10847.03,11245.12
2018,State,KS,20,>65,9741.03,10017.46
2018,State,KY,21,All,9814.57,10167.36
2018,State,KY,21,<65,9479.25,9776.27
2018,State,KY,21,>65,9914.16,10283.51
2018,State,LA,22,All,11370.96,11974.05
2018,State,LA,22,<65,12858.01,13284.58
2018,State,LA,22,>65,10999.23,11646.45
2018,State,MA,25,All,11946.89,10018.96
2018,State,MA,25,<65,12334.14,10331.78
2018,State,MA,25,>65,11864.02,9952.01
2018,State,MD,24,All,12259.83,10116.8
2018,State,MD,24,<65,16112.78,12894.94
2018,State,MD,24,>65,11668.87,9690.69
2018,State,ME,23,All,9208.97,8855.72
2018,State,ME,23,<65,9233.59,8989.23
2018,State,ME,23,>65,9202.27,8819.4
2018,State,MI,26,All,10713.48,10330.39
2018,State,MI,26,<65,11396.88,11066.64
2018,State,MI,26,>65,10546.25,10150.23
2018,State,MN,27,All,9993.53,9123.14
2018,State,MN,27,<65,11392.06,10381.1
2018,State,MN,27,>65,9517.8,8695.23
2018,State,MO,29,All,10011.24,10233.77
2018,State,MO,29,<65,11591.83,11783.36
2018,State,MO,29,>65,9668.87,9898.12
2018,State,MS,28,All,10667.6,11468.95
2018,State,MS,28,<65,11625.8,12370.04
2018,State,MS,28,>65,10416.02,11232.37
2018,State,MT,30,All,8441.19,8030.23
2018,State,MT,30,<65,9617.41,9192.39
2018,State,MT,30,>65,8275.05,7866.07
2018,State,NC,37,All,9652.4,9589.55
2018,State,NC,37,<65,11245.92,11147.4
2018,State,NC,37,>65,9323.9,9268.4
2018,State,ND,38,All,9060.87,8845.04
2018,State,ND,38,<65,9995.1,9917.25
2018,State,ND,38,>65,8933.94,8699.36
2018,State,NE,31,All,9830.16,9636.89
2018,State,NE,31,<65,11025.13,10997.54
2018,State,NE,31,>65,9687.02,9473.9
2018,State,NH,33,All,9751.86,8698.49
2018,State,NH,33,<65,9862.09,8800.58
2018,State,NH,33,>65,9731.55,8679.68
2018,State,NJ,34,All,12571.04,10796.44
2018,State,NJ,34,<65,14246.94,12276.97
2018,State,NJ,34,>65,12344.2,10596.05
2018,State,NM,35,All,8421.06,8127.25
2018,State,NM,35,<65,9717.03,9358.76
2018,State,NM,35,>65,8175.48,7893.89
2018,State,NV,32,All,11070.81,9990.97
2018,State,NV,32,<65,14708.63,13232.34
2018,State,NV,32,>65,10506.86,9488.48
2018,State,NY,36,All,12607.45,10450.7
2018,State,NY,36,<65,13088.33,11042.93
2018,State,NY,36,>65,12517.26,10339.62
2018,State,OH,39,All,10323.79,10319
2018,State,OH,39,<65,11141.56,11138.25
2018,State,OH,39,>65,10173.59,10168.53
2018,State,OK,40,All,10730.96,11152.52
2018,State,OK,40,<65,11596.92,12004.95
2018,State,OK,40,>65,10554.7,10979
2018,State,OR,41,All,8733.7,7827.66
2018,State,OR,41,<65,10065.3,9087.73
2018,State,OR,41,>65,8487.81,7594.98
2018,State,PA,42,All,10717.48,10164.53
2018,State,PA,42,<65,12037.86,11237.55
2018,State,PA,42,>65,10474.61,9967.16
2018,State,PR,72,All,6438.19,7348.06
2018,State,PR,72,<65,11297.3,13529.95
2018,State,PR,72,>65,5552.97,6221.85
2018,State,RI,44,All,10390.06,9279.68
2018,State,RI,44,<65,10099.72,8996.73
2018,State,RI,44,>65,10440.79,9329.11
2018,State,SC,45,All,9404.61,9637.19
2018,State,SC,45,<65,11218.98,11564.4
2018,State,SC,45,>65,9105.87,9319.87
2018,State,SD,46,All,9058.05,8782
2018,State,SD,46,<65,11234.71,10895.01
2018,State,SD,46,>65,8760.38,8493.04
2018,State,TN,47,All,9637.39,10232.44
2018,State,TN,47,<65,10845,11527.06
2018,State,TN,47,>65,9420.13,9999.52
2018,State,TX,48,All,11664.16,11660.25
2018,State,TX,48,<65,14914.46,14793.66
2018,State,TX,48,>65,11152.26,11166.75
2018,State,UT,49,All,9297.08,9136.41
2018,State,UT,49,<65,10210.93,10272.39
2018,State,UT,49,>65,9171.07,8979.76
2018,State,VA,51,All,9486.23,9349.06
2018,State,VA,51,<65,11139.17,11078.84
2018,State,VA,51,>65,9249.53,9101.35
2018,State,VI,78,All,5430.88,5007.88
2018,State,VI,78,<65,7363.62,6655.79
2018,State,VI,78,>65,5267.55,4868.62
2018,State,VT,50,All,9068.47,7723.43
2018,State,VT,50,<65,9662.73,8199.71
2018,State,VT,50,>65,8953.24,7631.08
2018,State,WA,53,All,9018.91,8167.5
2018,State,WA,53,<65,9729.23,8928.12
2018,State,WA,53,>65,8905.36,8045.9
2018,State,WI,55,All,9095.52,8786.19
2018,State,WI,55,<65,10278.25,10074.88
2018,State,WI,55,>65,8865.32,8535.37
2018,State,WV,54,All,9680.89,9882.28
2018,State,WV,54,<65,9460.07,9709.64
2018,State,WV,54,>65,9746.05,9933.21
2018,State,WY,56,All,9221.62,8223.24
2018,State,WY,56,<65,10708.91,9711.21
2018,State,WY,56,>65,9019.16,8020.68
2019,National,National,,All,11141.75,10435.72
2019,National,National,,<65,12774.37,11980.84
2019,National,National,,>65,10871.82,10180.25
2019,State,AK,2,All,10019.83,7675.49
2019,State,AK,2,<65,13735.32,10505.83
2019,State,AK,2,>65,9477.6,7262.44
2019,State,AL,1,All,10368.01,11203.2
2019,State,AL,1,<65,10474.66,11317.33
2019,State,AL,1,>65,10341.58,11174.92
2019,State,AR,5,All,9861.39,10539.63
2019,State,AR,5,<65,9895.72,10533.67
2019,State,AR,5,>65,9854.25,10540.87
2019,State,AZ,4,All,10027.54,9505.48
2019,State,AZ,4,<65,12197.91,11452.36
2019,State,AZ,4,>65,9835.94,9333.61
2019,State,CA,6,All,12904.48,10274.43
2019,State,CA,6,<65,15883.92,12587.2
2019,State,CA,6,>65,12437.6,9912.02
2019,State,CO,8,All,9563.1,9059.07
2019,State,CO,8,<65,11359.57,10808.21
2019,State,CO,8,>65,9303.11,8805.93
2019,State,CT,9,All,13228.3,11196.48
2019,State,CT,9,<65,14637.78,12514
2019,State,CT,9,>65,12984,10968.13
2019,State,DC,11,All,12519.54,10653.17
2019,State,DC,11,<65,17251.2,14375.87
2019,State,DC,11,>65,11529.22,9874.02
2019,State,DE,10,All,11166.69,10189.19
2019,State,DE,10,<65,13759.5,12611.65
2019,State,DE,10,>65,10826.89,9871.72
2019,State,FL,12,All,12059.69,11954.55
2019,State,FL,12,<65,14475.71,14250.78
2019,State,FL,12,>65,11779.66,11688.4
2019,State,GA,13,All,10794.67,10793.88
2019,State,GA,13,<65,13469.92,13495.71
2019,State,GA,13,>65,10298.03,10292.3
2019,State,HI,15,All,8613.29,7164.95
2019,State,HI,15,<65,14871.36,12644.44
2019,State,HI,15,>65,8009.92,6636.64
2019,State,IA,19,All,9298.08,9179.37
2019,State,IA,19,<65,10403.63,10458.43
2019,State,IA,19,>65,9164.11,9024.36
2019,State,ID,16,All,8780.9,8596.92
2019,State,ID,16,<65,9579.55,9510.16
2019,State,ID,16,>65,8657.89,8456.25
2019,State,IL,17,All,11417.74,10802.45
2019,State,IL,17,<65,13609.45,12861.5
2019,State,IL,17,>65,11102.5,10506.29
2019,State,IN,18,All,10651.34,10594.31
2019,State,IN,18,<65,12379.48,12244.22
2019,State,IN,18,>65,10334.57,10291.87
2019,State,KS,20,All,10281.82,10514.5
2019,State,KS,20,<65,11479.13,11827.56
2019,State,KS,20,>65,10113.09,10329.47
2019,State,KY,21,All,10188.41,10469.56
2019,State,KY,21,<65,9868.65,10101.86
2019,State,KY,21,>65,10275.27,10569.44
2019,State,LA,22,All,11769.95,12230.94
2019,State,LA,22,<65,13571.24,13857.15
2019,State,LA,22,>65,11356.49,11857.68
2019,State,MA,25,All,12413.07,10279.1
2019,State,MA,25,<65,12799.76,10572.4
2019,State,MA,25,>65,12335.74,10220.44
2019,State,MD,24,All,12609.56,10359.22
2019,State,MD,24,<65,16306.49,13027.24
2019,State,MD,24,>65,12063.59,9965.2
2019,State,ME,23,All,9701.25,9060.17
2019,State,ME,23,<65,9654.44,9084.7
2019,State,ME,23,>65,9713.05,9053.99
2019,State,MI,26,All,11013.54,10557.53
2019,State,MI,26,<65,11741.43,11375.66
2019,State,MI,26,>65,10847.53,10370.94
2019,State,MN,27,All,10608.94,9706.82
2019,State,MN,27,<65,12008.23,11002.67
2019,State,MN,27,>65,10295.77,9416.8
2019,State,MO,29,All,10483.59,10624.24
2019,State,MO,29,<65,12126.69,12223.45
2019,State,MO,29,>65,10149.36,10298.94
2019,State,MS,28,All,11214.34,11928.63
2019,State,MS,28,<65,12340.41,13008.96
2019,State,MS,28,>65,10941.83,11667.19
2019,State,MT,30,All,8724.82,8216.4
2019,State,MT,30,<65,10026.96,9454.97
2019,State,MT,30,>65,8553.02,8052.98
2019,State,NC,37,All,10101.18,9893.71
2019,State,NC,37,<65,11920.2,11637.28
2019,State,NC,37,>65,9757.21,9564.02
2019,State,ND,38,All,9309.11,8956.92
2019,State,ND,38,<65,10638.76,10417.03
2019,State,ND,38,>65,9135.33,8766.08
2019,State,NE,31,All,10238.8,9980.62
2019,State,NE,31,<65,11321.52,11291.92
2019,State,NE,31,>65,10119.44,9836.06
2019,State,NH,33,All,10056.1,8954.63
2019,State,NH,33,<65,10150.7,9083.63
2019,State,NH,33,>65,10039.09,8931.44
2019,State,NJ,34,All,13029.82,11175.91
2019,State,NJ,34,<65,14644.47,12610.58
2019,State,NJ,34,>65,12813.38,10983.6
2019,State,NM,35,All,8829.9,8456.74
2019,State,NM,35,<65,10552.35,10106.91
2019,State,NM,35,>65,8524.89,8164.53
2019,State,NV,32,All,11478.86,10352.78
2019,State,NV,32,<65,15481.6,13943.08
2019,State,NV,32,>65,10913.71,9845.86
2019,State,NY,36,All,13292.21,10956.17
2019,State,NY,36,<65,13708.04,11514.59
2019,State,NY,36,>65,13218.75,10857.51
2019,State,OH,39,All,10630.12,10552.04
2019,State,OH,39,<65,11270.16,11214.36
2019,State,OH,39,>65,10522.1,10440.26
2019,State,OK,40,All,11344.98,11717.71
2019,State,OK,40,<65,12500.89,12865.74
2019,State,OK,40,>65,11128.35,11502.55
2019,State,OR,41,All,9030.56,8015.93
2019,State,OR,41,<65,10326.22,9241.5
2019,State,OR,41,>65,8801.51,7799.27
2019,State,PA,42,All,11004.64,10364.33
2019,State,PA,42,<65,12508.14,11623.91
2019,State,PA,42,>65,10746.37,10147.96
2019,State,PR,72,All,7099.91,7788.31
2019,State,PR,72,<65,13387.78,15476
2019,State,PR,72,>65,6028.73,6478.66
2019,State,RI,44,All,10649.74,9640.38
2019,State,RI,44,<65,10505.87,9537.03
2019,State,RI,44,>65,10673.55,9657.48
2019,State,SC,45,All,9854.61,10008.51
2019,State,SC,45,<65,11850.83,12132.85
2019,State,SC,45,>65,9554.84,9689.5
2019,State,SD,46,All,9438.6,9062.49
2019,State,SD,46,<65,11914.47,11435.54
2019,State,SD,46,>65,9118.55,8755.73
2019,State,TN,47,All,10066.71,10533.87
2019,State,TN,47,<65,11477.24,12058.24
2019,State,TN,47,>65,9837.12,10285.75
2019,State,TX,48,All,12201.99,11978.58
2019,State,TX,48,<65,15943.03,15461.03
2019,State,TX,48,>65,11662.68,11476.55
2019,State,UT,49,All,9725.16,9467.11
2019,State,UT,49,<65,10545.58,10407.54
2019,State,UT,49,>65,9618.93,9345.34
2019,State,VA,51,All,9817.59,9593.39
2019,State,VA,51,<65,11555.26,11395.72
2019,State,VA,51,>65,9592.09,9359.51
2019,State,VI,78,All,5672,5047.72
2019,State,VI,78,<65,7323.1,6344.11
2019,State,VI,78,>65,5537.39,4942.03
2019,State,VT,50,All,9343.34,7830.21
2019,State,VT,50,<65,9887.46,8209.15
2019,State,VT,50,>65,9242.55,7760.02
2019,State,WA,53,All,9262.79,8331.22
2019,State,WA,53,<65,10065.81,9185.29
2019,State,WA,53,>65,9143.96,8204.85
2019,State,WI,55,All,9361.19,8995.9
2019,State,WI,55,<65,10542.65,10255.07
2019,State,WI,55,>65,9142.92,8763.28
2019,State,WV,54,All,10069.15,10241.3
2019,State,WV,54,<65,9669.98,9938.49
2019,State,WV,54,>65,10178.11,10323.96
2019,State,WY,56,All,9495.65,8461.45
2019,State,WY,56,<65,11142.26,10014.97
2019,State,WY,56,>65,9280.93,8258.87
2020,National,National,,All,10739.46,9962.96
2020,National,National,,<65,12745.89,11840.47
2020,National,National,,>65,10433.96,9677.08
2020,State,AK,2,All,9456.8,7250.24
2020,State,AK,2,<65,12732.12,9851.36
2020,State,AK,2,>65,9008.08,6893.89
2020,State,AL,1,All,10312.79,10865.93
2020,State,AL,1,<65,10684.93,11295.52
2020,State,AL,1,>65,10229.8,10770.14
2020,State,AR,5,All,9720.81,10251.82
2020,State,AR,5,<65,10035.52,10550.04
2020,State,AR,5,>65,9661.44,10195.56
2020,State,AZ,4,All,9549.09,9047.73
2020,State,AZ,4,<65,12519.54,11787.13
2020,State,AZ,4,>65,9311.47,8828.59
2020,State,CA,6,All,12586.92,9927.44
2020,State,CA,6,<65,16054.34,12623.69
2020,State,CA,6,>65,12077.67,9531.46
2020,State,CO,8,All,9144.65,8584.44
2020,State,CO,8,<65,11437.58,10775.37
2020,State,CO,8,>65,8846.93,8299.96
2020,State,CT,9,All,12706.08,10676.66
2020,State,CT,9,<65,14490.61,12299.54
2020,State,CT,9,>65,12414.64,10411.61
2020,State,DC,11,All,12155.72,10308.97
2020,State,DC,11,<65,17095.54,14338.38
2020,State,DC,11,>65,11199.59,9529.06
2020,State,DE,10,All,10571.25,9609.6
2020,State,DE,10,<65,13516.83,12352.15
2020,State,DE,10,>65,10220.02,9282.58
2020,State,FL,12,All,11673.39,11439.85
2020,State,FL,12,<65,14527.51,14150.53
2020,State,FL,12,>65,11365.58,11147.51
2020,State,GA,13,All,10567.56,10445.42
2020,State,GA,13,<65,13875.27,13787.02
2020,State,GA,13,>65,10012.8,9884.98
2020,State,HI,15,All,8113.78,6745.94
2020,State,HI,15,<65,14392,12200.59
2020,State,HI,15,>65,7550.37,6256.43
2020,State,IA,19,All,9077.36,8967.35
2020,State,IA,19,<65,10422.4,10506.2
2020,State,IA,19,>65,8924.05,8791.94
2020,State,ID,16,All,8477.35,8266.45
2020,State,ID,16,<65,9633.49,9487.55
2020,State,ID,16,>65,8311.81,8091.6
2020,State,IL,17,All,10903.22,10236.16
2020,State,IL,17,<65,13274.83,12447.19
2020,State,IL,17,>65,10581.07,9935.82
2020,State,IN,18,All,10377.23,10215.63
2020,State,IN,18,<65,12070.92,11861.24
2020,State,IN,18,>65,10098.98,9945.28
2020,State,KS,20,All,10077.92,10256.22
2020,State,KS,20,<65,11587.03,11876.8
2020,State,KS,20,>65,9884.08,10048.06
2020,State,KY,21,All,9791.83,9978.02
2020,State,KY,21,<65,9606.51,9779.25
2020,State,KY,21,>65,9836.37,10025.79
2020,State,LA,22,All,11704.47,12085.84
2020,State,LA,22,<65,13762.96,13937.88
2020,State,LA,22,>65,11275.16,11699.59
2020,State,MA,25,All,11551.52,9617.48
2020,State,MA,25,<65,12163.36,10132.68
2020,State,MA,25,>65,11437.8,9521.73
2020,State,MD,24,All,12105.97,10033.64
2020,State,MD,24,<65,16528.98,13433.64
2020,State,MD,24,>65,11481.61,9553.69
2020,State,ME,23,All,8936.07,8350.01
2020,State,ME,23,<65,9089.16,8603.92
2020,State,ME,23,>65,8898.23,8287.27
2020,State,MI,26,All,10375.55,9991.01
2020,State,MI,26,<65,11235.11,10922.13
2020,State,MI,26,>65,10185.97,9785.65
2020,State,MN,27,All,10095.39,9183.18
2020,State,MN,27,<65,11778.04,10757.26
2020,State,MN,27,>65,9741.56,8852.18
2020,State,MO,29,All,10379.12,10421.74
2020,State,MO,29,<65,12298.67,12285.06
2020,State,MO,29,>65,10020.89,10074.01
2020,State,MS,28,All,10974.28,11494.18
2020,State,MS,28,<65,12652.02,13157.29
2020,State,MS,28,>65,10608.97,11132.06
2020,State,MT,30,All,8205.01,7682.94
2020,State,MT,30,<65,9617,9043.62
2020,State,MT,30,>65,8032.13,7516.34
2020,State,NC,37,All,9791.42,9495.46
2020,State,NC,37,<65,11988.79,11597.27
2020,State,NC,37,>65,9410.9,9131.5
2020,State,ND,38,All,9322.5,8904.92
2020,State,ND,38,<65,10990.01,10657.9
2020,State,ND,38,>65,9112.64,8684.3
2020,State,NE,31,All,10100.63,9756.25
2020,State,NE,31,<65,11544.01,11465.02
2020,State,NE,31,>65,9952.37,9580.74
2020,State,NH,33,All,9192.27,8248.96
2020,State,NH,33,<65,9547.99,8572.79
2020,State,NH,33,>65,9133.29,8195.26
2020,State,NJ,34,All,12248.01,10367.91
2020,State,NJ,34,<65,14451.11,12262.61
2020,State,NJ,34,>65,11971.57,10130.16
2020,State,NM,35,All,8317.44,7927.09
2020,State,NM,35,<65,10376.86,9927.37
2020,State,NM,35,>65,7987.9,7607.01
2020,State,NV,32,All,11196.46,9962.22
2020,State,NV,32,<65,15612.9,13950.03
2020,State,NV,32,>65,10620.58,9442.24
2020,State,NY,36,All,12742.04,10314.58
2020,State,NY,36,<65,13568.29,11204.16
2020,State,NY,36,>65,12604.09,10166.05
2020,State,OH,39,All,10140.62,9965.75
2020,State,OH,39,<65,10825.59,10672.87
2020,State,OH,39,>65,10035.13,9856.85
2020,State,OK,40,All,11154.43,11442.7
2020,State,OK,40,<65,12518.81,12835.26
2020,State,OK,40,>65,10917.49,11200.86
2020,State,OR,41,All,8488.39,7480.74
2020,State,OR,41,<65,9982.24,8852.14
2020,State,OR,41,>65,8240.48,7253.15
2020,State,PA,42,All,10405.7,9733.05
2020,State,PA,42,<65,12112.53,11211.9
2020,State,PA,42,>65,10139.05,9502.01
2020,State,PR,72,All,6930.75,7225.87
2020,State,PR,72,<65,14399.79,15894.43
2020,State,PR,72,>65,5714.69,5814.52
2020,State,RI,44,All,9928.77,8966.8
2020,State,RI,44,<65,9512.75,8656.9
2020,State,RI,44,>65,9997.52,9018.01
2020,State,SC,45,All,9738.92,9769.85
2020,State,SC,45,<65,12130.3,12301.03
2020,State,SC,45,>65,9417.02,9429.13
2020,State,SD,46,All,9228.07,8859.7
2020,State,SD,46,<65,11653.11,11216.85
2020,State,SD,46,>65,8936.22,8576.02
2020,State,TN,47,All,9850.69,10137.29
2020,State,TN,47,<65,11624.69,12034.86
2020,State,TN,47,>65,9591.22,9859.75
2020,State,TX,48,All,11937.76,11515.44
2020,State,TX,48,<65,16361.87,15591.94
2020,State,TX,48,>65,11354.72,10978.22
2020,State,UT,49,All,9436.63,9078.93
2020,State,UT,49,<65,10830.42,10512.65
2020,State,UT,49,>65,9268.13,8905.6
2020,State,VA,51,All,9317.91,8979.25
2020,State,VA,51,<65,11463.45,11132.09
2020,State,VA,51,>65,9073.57,8734.08
2020,State,VI,78,All,5128.76,4542.91
2020,State,VI,78,<65,6396.91,5977.57
2020,State,VI,78,>65,5029.17,4430.24
2020,State,VT,50,All,8599.12,7248.48
2020,State,VT,50,<65,9681.19,8161.34
2020,State,VT,50,>65,8412.18,7090.78
2020,State,WA,53,All,8668.87,7755.83
2020,State,WA,53,<65,9805.3,8874.15
2020,State,WA,53,>65,8513.8,7603.23
2020,State,WI,55,All,9070.91,8648.7
2020,State,WI,55,<65,10398.87,10025.01
2020,State,WI,55,>65,8839.78,8409.17
2020,State,WV,54,All,9468.11,9552.95
2020,State,WV,54,<65,9561.33,9741.9
2020,State,WV,54,>65,9445.15,9506.4
2020,State,WY,56,All,9203.15,8132.07
2020,State,WY,56,<65,10927.78,9774.43
2020,State,WY,56,>65,8990.13,7929.21
,,,,,,646.3191667
,,,,,,739.5125
,,,,,,633.6025
